DB 0 MOTIF	POL005.1	DPE
-315.0	0	7.10873
-314.0	0	8.90873
-313.0	0	7.19206
-312.0	0	4.85873
-311.0	1	12.5587
-310.0	0	11.2405
-309.0	0	10.6572
-308.0	0	14.2905
-307.0	0	8.20722
-306.0	0	14.185
-305.0	0	8.62388
-304.0	0	7.77626
-303.0	0	11.5763
-302.0	0	11.0263
-301.0	0	15.6596
-300.0	1	16.8219
-299.0	0	13.7234
-298.0	0	14.1401
-297.0	0	8.7483
-296.0	0	6.41497
-295.0	0	6.83719
-294.0	1	10.2039
-293.0	0	7.33719
-292.0	0	7.08719
-291.0	0	11.98
-290.0	0	15.8189
-289.0	0	9.22803
-288.0	0	10.978
-287.0	0	9.28993
-286.0	0	9.18041
-285.0	1	11.9137
-284.0	0	6.73517
-283.0	0	9.48517
-282.0	0	4.88319
-281.0	0	10.9665
-280.0	0	5.29985
-279.0	1	6.96708
-278.0	0	8.37278
-277.0	0	9.03389
-276.0	0	11.3783
-275.0	0	6.595
-274.0	0.25	11.1962
-273.0	0	8.91842
-272.0	1	10.4422
-271.0	0	13.6089
-270.0	1	5.85038
-269.0	0	11.6004
-268.0	0	6.43371
-267.0	0	8.68371
-266.0	2	12.9337
-265.0	0	6.71704
-264.0	0.25	9.08108
-263.0	0	4.83108
-262.0	0	6.24774
-261.0	0	9.99774
-260.0	0	8.32323
-259.0	1	11.3232
-258.0	0	8.25181
-257.0	0	6.05938
-256.0	0	7.70105
-255.0	0	7.03438
-254.0	0	8.86772
-253.0	0	9.53438
-252.0	0	5.5566
-251.0	0	10.3066
-250.0	0.5	10.0411
-249.0	0.5	13.6578
-248.0	0	12.9495
-247.0	0	10.9828
-246.0	0	9.9097
-245.0	0	8.20137
-244.0	0	7.9347
-243.0	0	11.3164
-242.0	0	7.89969
-241.0	0	13.34
-240.0	0	7.95115
-239.0	1	7.28448
-238.0	0	9.09559
-237.0	0	10.565
-236.0	0	11.2734
-235.0	0	6.42337
-234.0	0	13.09
-233.0	0	10.9234
-232.0	0	12.8281
-231.0	0	4.16147
-230.0	0	7.62698
-229.0	0	3.82143
-228.0	0	9.4881
-227.0	0	9.2381
-226.0	1	9.2381
-225.0	0	11.4214
-224.0	0	5.1381
-223.0	0	11.3048
-222.0	0.5	8.6381
-221.0	0	7.1781
-220.0	0	13.6781
-219.0	0	8.369
-218.0	0	4.49758
-217.0	0	9.71424
-216.0	0	7.63091
-215.0	0	5.46424
-214.0	0	6.63091
-213.0	0	10.8142
-212.0	0	9.28091
-211.0	1	5.44758
-210.0	0	13.7571
-209.0	0	11.9571
-208.0	1	6.29952
-207.0	0	6.54952
-206.0	0	9.69
-205.0	0	7.03333
-204.0	0	5.53333
-203.0	0	12.8944
-202.0	0	12.7611
-201.0	0	8.42778
-200.0	0	3.09444
-199.0	0	11.9278
-198.0	0	7.26111
-197.0	1	10.1484
-196.0	0	10.8484
-195.0	0	8.69841
-194.0	0	10.9008
-193.0	0	12.3175
-192.0	0	7.30079
-191.0	0	10.4341
-190.0	0	8.84683
-189.0	0	13.6632
-188.0	1	8.30211
-187.0	0	6.2664
-186.0	0	7.79973
-185.0	0	5.59973
-184.0	0	12.6331
-183.0	0	12.46
-182.0	0.5	15.6267
-181.0	0	5.25999
-180.0	0	10.6345
-179.0	0	5.80117
-178.0	0	9.41026
-177.0	0	4.93248
-176.0	0	11.4825
-175.0	0.25	7.23248
-174.0	0	12.5575
-173.0	0	8.52415
-172.0	0	6.69081
-171.0	2	6.19081
-170.0	0	8.03056
-169.0	0	7.55278
-168.0	1	9.58611
-167.0	0	6.58611
-166.0	0	8.61111
-165.0	1	8.69444
-164.0	0	5.76111
-163.0	0	6.04559
-162.0	0	11.2289
-161.0	0	10.0289
-160.0	0	2.50115
-159.0	1	7.08448
-158.0	0	13.0845
-157.0	0	6.08448
-156.0	0	15.3281
-155.0	0	8.72807
-154.0	0	7.32807
-153.0	0	5.75115
-152.0	0.5	10.4178
-151.0	0	10.2095
-150.0	0	8.78448
-149.0	0	12.8678
-148.0	0	5.36782
-147.0	0	7.49282
-146.0	1	5.15948
-145.0	0	4.80234
-144.0	0	6.96901
-143.0	0.5	9.99083
-142.0	0	8.9075
-141.0	0	4.64083
-140.0	0	5.4075
-139.0	0	8.27417
-138.0	0	7.43131
-137.0	0	6.46464
-136.0	1	10.0742
-135.0	2	8.57417
-134.0	0	4.17857
-133.0	0	6.7619
-132.0	0	8.25952
-131.0	0	9.74762
-130.0	0	5.27619
-129.0	1	10.55
-128.0	0	9.88333
-127.0	0	9.38333
-126.0	0	6.63333
-125.0	0	9.38333
-124.0	0	5.71667
-123.0	0	7.88333
-122.0	0	9.36667
-121.0	0	5.40667
-120.0	0	12.015
-119.0	0	5.02056
-118.0	2	10.4039
-117.0	0	12.7372
-116.0	0.5	3.64556
-115.0	0	9.62333
-114.0	0	10.0733
-113.0	1	6.37333
-112.0	0	8.29
-111.0	0	12.2924
-110.0	0	9.06512
-109.0	2	5.31512
-108.0	0	8.51537
-107.0	0	9.26537
-106.0	0	5.26537
-105.0	1	6.26537
-104.0	0	12.132
-103.0	0	8.84037
-102.0	0	4.53536
-101.0	0	6.09091
-100.0	0	3.49091
 -99.0	0	9.21314
 -98.0	0	7.85758
 -97.0	0	7.44091
 -96.0	0	5.00925
 -95.0	0.5	5.14615
 -94.0	0	7.62234
 -93.0	0	6.13453
 -92.0	1	9.21786
 -91.0	0	3.71786
 -90.0	1	9.63453
 -89.0	0	11.3597
 -88.0	1.33333	10.0013
 -87.0	0.333333	3.38348
 -86.0	0.333333	8.9946
 -85.0	0	9.88348
 -84.0	0	7.00223
 -83.0	0	8.09176
 -82.0	0	2.95843
 -81.0	0	6.7862
 -80.0	0	6.7862
 -79.0	0	9.17906
 -78.0	0	4.51239
 -77.0	0	4.01239
 -76.0	1	6.51239
 -75.0	0	8.34573
 -74.0	0	2.91716
 -73.0	0	6.58382
 -72.0	0	2.70049
 -71.0	0	9.00049
 -70.0	0	6.54216
 -69.0	0	9.29216
 -68.0	0	12.6255
 -67.0	0	4.74973
 -66.0	0	6.15758
 -65.0	0	9.49091
 -64.0	0	5.69091
 -63.0	0	8.36591
 -62.0	0	3.26591
 -61.0	0	9.62702
 -60.0	0	6.21035
 -59.0	0	8.49845
 -58.0	0	4.94845
 -57.0	0	11.8151
 -56.0	1	9.45754
 -55.0	0	8.30754
 -54.0	0	9.14087
 -53.0	0	7.05754
 -52.0	1	7.44643
 -51.0	0	8.4881
 -50.0	0	8.92143
 -49.0	0	9.5381
 -48.0	0	5.62143
 -47.0	1	2.50476
 -46.0	0	8.83347
 -45.0	0	6.48753
 -44.0	1	10.2311
 -43.0	0	7.43945
 -42.0	0	4.43945
 -41.0	0	9.52278
 -40.0	0	11.1125
 -39.0	0	8.65882
 -38.0	0	7.49216
 -37.0	0	4.15882
 -36.0	0	9.32549
 -35.0	0	3.89216
 -34.0	0	4.22549
 -33.0	0	3.55882
 -32.0	0	10.3922
 -31.0	0	3.20168
 -30.0	0	4.65168
 -29.0	0.142857	3.86835
 -28.0	0.142857	3.14286
 -27.0	0.142857	5.64286
 -26.0	0.142857	4.73377
 -25.0	0.142857	4.47736
 -24.0	0.142857	6.16783
 -23.0	0.142857	7.00117
 -22.0	0	9.8345
 -21.0	0	8.57259
 -20.0	1	5.5845
 -19.0	0	1.3345
 -18.0	1	4.8345
 -17.0	0	5.20117
 -16.0	1	2.41026
 -15.0	0	4.07692
 -14.0	0	6.24359
 -13.0	0	3.34359
 -12.0	0	8.76667
 -11.0	0	7.6
 -10.0	0	6.76667
  -9.0	0	7.1
  -8.0	0	5.6
  -7.0	0	3.43333
  -6.0	0	4.43333
  -5.0	0	7.89167
  -4.0	0	5.225
  -3.0	0	6.77976
  -2.0	0	4.02976
  -1.0	0	3.94643
   0.0	0	6.69643
   1.0	0	9.45833
   2.0	1	7.625
   3.0	0	4.66667
   4.0	0	4.54545
   5.0	0	9.10101
   6.0	0	9.93434
   7.0	1	10.2121
   8.0	0	4.29545
   9.0	0	6.96212
  10.0	0	8.61688
  11.0	0	7.70022
  12.0	0	4.61688
  13.0	0	4.48355
  14.0	0	6.45022
  15.0	0	6.20779
  16.0	0	11.2911
  17.0	0	8.12446
  18.0	1	8.87446
  19.0	0	2.45779
  20.0	0	5.45779
  21.0	0	8.45779
  22.0	0	8.87446
  23.0	1	10.9078
  24.0	0	8.62995
  25.0	0	5.21329
  26.0	0	10.7436
  27.0	0	9.24359
  28.0	0	7.24359
  29.0	0	7.97276
  30.0	0	5.97276
  31.0	0	3.97276
  32.0	0	5.63942
  33.0	1	4.23942
  34.0	0	3.40609
  35.0	0	6.90609
  36.0	0	9.7172
  37.0	0	9.77361
  38.0	0	7.14028
  39.0	0	5.55694
  40.0	0	3.80694
  41.0	0	7.47361
  42.0	1	9.30694
  43.0	1	6.67361
  44.0	0	4.59785
  45.0	0	4.34091
  46.0	0	5.09091
  47.0	1	2.92424
  48.0	0	6.12424
  49.0	0	8.37424
  50.0	0	5.12424
  51.0	0	7.04091
  52.0	0	9.32317
  53.0	0	4.12317
  54.0	0	2.13642
  55.0	0	5.80309
  56.0	0	5.55309
  57.0	0	3.05309
  58.0	0	4.59476
  59.0	0	8.42809
  60.0	0	5.09476
  61.0	0	4.59476
  62.0	0	5.84476
  63.0	0	2.09476
  64.0	0	6.09476
  65.0	0	8.09476
  66.0	0	2.5625
  67.0	0	7.9375
  68.0	0	5.0625
  69.0	0	7.22917
  70.0	0	6.33333
  71.0	0	6.16667
  72.0	0	9.5
  73.0	0	6.83333
  74.0	1	6.79348
  75.0	0.5	5.41014
  76.0	0	1.87681
  77.0	0	5.37681
  78.0	0	6.40062
  79.0	0	11.0673
  80.0	1	5.81729
  81.0	0	2.31729
  82.0	0	5.31729
  83.0	0	3.59153
  84.0	0	11.2582
  85.0	0	5.04153
  86.0	0	5.59153
  87.0	0	6.95591
  88.0	1	2.28924
  89.0	0	4.29321
  90.0	0	5.58321
  91.0	0.5	5.83321
  92.0	0	8.16654
  93.0	0	6.85082
  94.0	0	7.09324
  95.0	0	4.39627
  96.0	0	6.22841
  97.0	0	6.06827
  98.0	0	7.1516
  99.0	0	11.3616
 100.0	0	6.52827
 101.0	0	5.77827
 102.0	0	3.50049
 103.0	0	6.34216
 104.0	0	4.97917
 105.0	0.5	4.47917
 106.0	0	2.3125
 107.0	0	6.3125
 108.0	0	1.5625
 109.0	0	5.0625
 110.0	1	4.0625
 111.0	1	1.0625
 112.0	0	3.3125
 113.0	0	5.93429
 114.0	0	4.43429
 115.0	0.5	6.60096
 116.0	0	4.35096
 117.0	0	4.93429
 118.0	0.25	2.10096
 119.0	0.25	5.85096
 120.0	0.25	4.53846
 121.0	1	5.87179
 122.0	1	3.20513
 123.0	0	4.87179
 124.0	0	4.03846
 125.0	0	3.87179
 126.0	0	2.82846
 127.0	0	7.82846
 128.0	0	8.19513
 129.0	0	8.42493
 130.0	0	4.63159
 131.0	0	3.21493
 132.0	0	4.46493
 133.0	0	8.09826
 134.0	0	3.01493
 135.0	0	4.22646
 136.0	0	8.72646
 137.0	0	11.3131
 138.0	0	5.97973
 139.0	1	3.78529
 140.0	0	5.44438
 141.0	0	1.98771
 142.0	0	7.98771
 143.0	0	3.47489
 144.0	0	6.72489
 145.0	0	5.91607
 146.0	0	5.41607
 147.0	0	4.58274
 148.0	0	6.91607
 149.0	0	2.52718
 150.0	0	2.69385
 151.0	0	3.69385
 152.0	0	2.44385
 153.0	0	4.25978
 154.0	0	6.25978
 155.0	0	6.2786
 156.0	1	5.40168
 157.0	0	4.70168
 158.0	0	4.03501
 159.0	0	5.53501
 160.0	0	4.80882
 161.0	1	5.55882
 162.0	0	1.89216
 163.0	0	3.55882
 164.0	0	6.89216
 165.0	1	6.16993
 166.0	0	6.50327
 167.0	0	3.66993
 168.0	0	6.00327
 169.0	0	3.8366
 170.0	0	5.00327
 171.0	0	3.16993
 172.0	0	8.94444
 173.0	0	11.1111
 174.0	0	3.5
 175.0	0	3.53333
 176.0	0	5.25
 177.0	0	3.91026
 178.0	0	5.57692
 179.0	0	6.91026
 180.0	0	5.24359
 181.0	0	2.57692
 182.0	0.0833333	5.41026
 183.0	0.0833333	6.54915
 184.0	1.08333	3.58248
 185.0	0.0833333	5.16581
 186.0	0.0833333	6.11026
 187.0	0.0833333	4.44359
 188.0	0.0833333	4.64359
 189.0	0.0833333	5.57692
 190.0	0.0833333	7.5
 191.0	1.08333	4.83333
 192.0	0.0833333	4.625
 193.0	0	2.93056
 194.0	0	2.08056
 195.0	0	8.51389
 196.0	0	3.58889
 197.0	0	11.2222
 198.0	0	6.5
 199.0	0	3.44444
 200.0	0	6.27778
 201.0	0	4.89236
 202.0	1	3.66111
 203.0	0	2.32778
 204.0	0	5.57778
 205.0	0	4.16111
 206.0	0	5.78611
 207.0	0	4.28611
 208.0	0	3.28611
 209.0	0	3.31736
 210.0	0	3.06736
 211.0	0	4.09514
 212.0	1	6.01181
 213.0	0	3.59514
 214.0	0	6.13681
 215.0	0	3.61458
 216.0	0	4.19792
 217.0	0	5.03125
 218.0	0	1.03125
 219.0	0	4.53125
 220.0	0	3.53125
 221.0	0	4.19792
 222.0	0	4.08333
 223.0	0	2.33333
 224.0	0	4.33333
 225.0	0	6.5
 226.0	0	6.03333
 227.0	0	7.75
 228.0	0	3.5
 229.0	0	1.7
 230.0	1	3
 231.0	0	6.33333
 232.0	0	3.75
 233.0	0	2
 234.0	0	8.625
 235.0	0	8.79924
 236.0	0	4.94924
 237.0	0	5.71591
 238.0	0	8.41591
 239.0	0	2.58258
 240.0	0	3.74924
 241.0	0	2.74924
 242.0	0	5.52424
 243.0	0	5.72424
 244.0	0	11.0667
 245.0	0	5.4
 246.0	0	3.97143
 247.0	0	4.80476
 248.0	0	4.97143
 249.0	0	5.1381
 250.0	0	1.67143
 251.0	0	2.8381
 252.0	0	9.26234
 253.0	1	3.09567
 254.0	0	3.00476
 255.0	1	2.8381
 256.0	0	1.17143
 257.0	0	1.27143
 258.0	0	1.43506
 259.0	0	2.60173
 260.0	0	1.0303
 261.0	0	2.0303
 262.0	0.5	2.4803
 263.0	0	3.69697
 264.0	0	4.5303
 265.0	0	6.86364
 266.0	1	1.7803
 267.0	0	3.36364
 268.0	0	3.5303
 269.0	0	5.90067
 270.0	1	7.40067
 271.0	0	4.06734
 272.0	0	6.81734
 273.0	0	5.06734
 274.0	0	3.90067
 275.0	0	3.64141
 276.0	0	2.2803
 277.0	0	1.2803
 278.0	0	2.61364
 279.0	0	2.5303
 280.0	0	3.86364
 281.0	1	2.86364
 282.0	0	5.0303
 283.0	0	1.41919
 284.0	0	5.08586
 285.0	0	3.47802
 286.0	0	3.25579
 287.0	0	4.55882
 288.0	1	2.22549
 289.0	0	3.70168
 290.0	0	0.701681
 291.0	0	4.14613
 292.0	0	6.16279
 293.0	0	4.16279
 294.0	0	3.53613
 295.0	0	3.34168
 296.0	0	6.19287
 297.0	0	3.38984
 298.0	0	4.26484
 299.0	0	3.06787
 300.0	0	4.06787
 301.0	0	7.4012
 302.0	0	5.07571
 303.0	0	4.87333
 304.0	0	2
 305.0	0	3
 306.0	0	0
 307.0	0	4.75
 308.0	0	1.33333
 309.0	0	1.5
 310.0	0	1.59091
 311.0	0	1.59091
 312.0	0	3.09091
 313.0	0	4.09091
 314.0	0	4.42424
 315.0	0	1.75758
 316.0	0	0.757576
 317.0	0	4.00758
 318.0	0.0833333	5.00758
 319.0	0	3.25758
 320.0	0	3.25758
 321.0	0	2.5
 322.0	0	3.5
 323.0	0	1.25
 324.0	0	1.5
 325.0	0	1
 326.0	0	3.5
 327.0	0	1.08333
 328.0	0	3.23571
 329.0	0	3.23571
 330.0	0	1.75
 331.0	0	1
 332.0	0	3.25
 333.0	0	2.38333
 334.0	0	2.05
 335.0	0	4.55
 336.0	0	3.05
 337.0	0	3
 338.0	0	2
 339.0	0	6.33333
 340.0	0	0.416667
 341.0	0.5	2.83333
 342.0	0	3.58333
 343.0	0	2.33333
 344.0	0	2.75
 345.0	0	5.08333
 346.0	1	1.72619
 347.0	0	2.89286
 348.0	0	1.22619
 349.0	0	5.39286
 350.0	0	1.39286
 351.0	0	4.97299
 352.0	0	2.63965
 353.0	0	1.16346
 354.0	0	1.16346
 355.0	0	4.625
 356.0	1	2.76786
 357.0	0	4.26786
 358.0	0	2.26786
 359.0	0	3.64286
 360.0	0	1.64286
 361.0	0	1.14286
 362.0	0	2.14286
 363.0	1	4
 364.0	0	1
 365.0	0	2
 366.0	0	3
 367.0	0	1.5
 368.0	0	2
 369.0	0	1.33333
 370.0	0	0
 371.0	0	1
 372.0	0	2.5
 373.0	0	2.33333
 374.0	0	1.33333
 375.0	0	5
 376.0	0	3
 377.0	0	2
 378.0	0	2.6
 379.0	0	1.26667
 380.0	0	0.6
 381.0	0	4.1
 382.0	0	1.85
 383.0	0	3.93333
 384.0	0	5.1
 385.0	0	2.83333
 386.0	0	1
 387.0	0	2.5
 388.0	0	3.75
 389.0	0	4.16667
 390.0	0	1.5
 391.0	0	0
 392.0	0	2
 393.0	0	1.33333
 394.0	0	1
 395.0	0	0.5
 396.0	0	2.7037
 397.0	0	2.125
 398.0	0	3.125
 399.0	0	2.125
 400.0	0	1.625
 401.0	0	2.45833
 402.0	0	1.125
 403.0	0	0.458333
 404.0	0	2.125
 405.0	0	1.07692
 406.0	0	1.07692
 407.0	0	0.11859
 408.0	0	3.11859
 409.0	0	1.26145
 410.0	1	2.51145
 411.0	0	4.18452
 412.0	0.5	1.18452
 413.0	0.5	0.97619
 414.0	0	1.47619
 415.0	0	0.142857
 416.0	0.25	1
 417.0	0.25	0
 418.0	0.25	3.59091
 419.0	0.25	0.590909
 420.0	0	1.08333
 421.0	0	5.08333
 422.0	0	2.08333
 423.0	0	7.66667
 424.0	0	5.86026
 425.0	0	7.36026
 426.0	1	3.86026
 427.0	1	2.16026
 428.0	1	2.20192
 429.0	0	3.20192
 430.0	0	1.18526
 431.0	0	2.54167
 432.0	0	2.375
 433.0	0	0.0416667
 434.0	0	2.41204
 435.0	0	3.66961
 436.0	0	2.16961
 437.0	0	2.26052
 438.0	0	1.26052
 439.0	0	1.26052
 440.0	0	4.76052
 441.0	0	1.29386
 442.0	0	5.21052
 443.0	0	5.37719
 444.0	0	1.04386
 445.0	0	3.96052
 446.0	0	1.37037
 447.0	0	1.03704
 448.0	0	3.7037
 449.0	1	6.03704
 450.0	0	1.03704
 451.0	0	3.03704
 452.0	0	0.037037
 453.0	0	3.03704
 454.0	0	5
 455.0	1	3.5
 456.0	0	2.5
 457.0	0	0.5
 458.0	0	2
 459.0	0	2.5
 460.0	0	3
 461.0	0	3
 462.0	0	1.33333
 463.0	0	1
 464.0	0	0
 465.0	0	2
 466.0	0	2.07692
 467.0	0	1.07692
 468.0	0	0.0769231
 469.0	0	3.41026
 470.0	0	0.0769231
 471.0	0	0.0769231
 472.0	0	1.41026
 473.0	0	3.07692
 474.0	0	1.07692
 475.0	0	3.07692
 476.0	0	1.07692
 477.0	0	0.0769231
 478.0	0	2.07692
 479.0	0	1
 480.0	0	1
 481.0	0	1
 482.0	0	1.5
 483.0	0	3.5
 484.0	1	2.5
 485.0	0	1
 486.0	0	3
 487.0	0	3.83333
 488.0	0	3.33333
 489.0	0	2.33333
 490.0	0	0
 491.0	0	3
 492.0	0	1
 493.0	0	2
 494.0	0	1
 495.0	0	1
 496.0	0	2
 497.0	0	2
 498.0	0	1.5
 499.0	0	2
 500.0	0	0
 501.0	0	3
 502.0	0	2
 503.0	0	2.33333
 504.0	0	0.5
 505.0	0	3.58333
 506.0	0	6.25
 507.0	0	3.25
 508.0	0	0.5
 509.0	0	2.83333
 510.0	0	1
 511.0	0	1
 512.0	0	1.33333
 513.0	0	0.5
 514.0	0	5
 515.0	0	2
 516.0	0	0
 517.0	0	2
 518.0	0	6.5
 519.0	0	2.7
 520.0	0	0.7
 521.0	0	1.2
 522.0	0	2.2
 523.0	0	1.72778
 524.0	0	2.02778
 525.0	0	2.33333
 526.0	0	0
 527.0	0	3
 528.0	0	0
 529.0	0	1
 530.0	0	1.5
 531.0	0	3.33333
 532.0	0	0.5
 533.0	0	1
 534.0	0	2.5
 535.0	0	3
 536.0	0	1.33333
 537.0	0	3.5
 538.0	0	3.5
 539.0	0	3.5
 540.0	0	0
 541.0	0	0
 542.0	0	0
 543.0	0	1.5
 544.0	0	4
 545.0	0	2.33333
 546.0	0	1.83333
DB 0 MOTIF	POL009.1	DCE_S_II
-546.5	0	7.33333
-545.5	0	5.33333
-544.5	0	4.66667
-543.5	0	5.45
-542.5	0.5	2
-541.5	0.25	5.83333
-540.5	0.5	7.33333
-539.5	0.75	7.33333
-538.5	0	5.75
-537.5	0	8.30952
-536.5	0	6.45
-535.5	0	6.91667
-534.5	0	7.41667
-533.5	0	8.08333
-532.5	0	11
-531.5	0	8
-530.5	0	6.08333
-529.5	0	7.39286
-528.5	0	6.66667
-527.5	0	6.97619
-526.5	0.5	10.3333
-525.5	0	7.08333
-524.5	0.25	5.91667
-523.5	0.333333	5.56667
-522.5	1	3.25
-521.5	0.333333	8.61667
-520.5	0.333333	4.03333
-519.5	0	6.66667
-518.5	0	11
-517.5	0.833333	3.80952
-516.5	0	9.86667
-515.5	0	9.66667
-514.5	0	6
-513.5	0	6.2
-512.5	0	5.58333
-511.5	0.25	10.0833
-510.5	0	10.7833
-509.5	0.5	9.75
-508.5	0	5.75
-507.5	1.5	7.41667
-506.5	0	6.08333
-505.5	0	3.5
-504.5	0	5.41667
-503.5	0	10
-502.5	0	10.25
-501.5	0.5	11.5833
-500.5	0	4.66667
-499.5	0	5.66667
-498.5	0	10.45
-497.5	0	7.16667
-496.5	0	6.5
-495.5	0	8.83333
-494.5	0	7.83333
-493.5	0.333333	8.08333
-492.5	0.5	6
-491.5	0.5	5
-490.5	0	6.61667
-489.5	1	5.39286
-488.5	1	3.45
-487.5	0	7.33333
-486.5	0	5.5
-485.5	1	10.5833
-484.5	1	9.08333
-483.5	0	3.16667
-482.5	0	5.36667
-481.5	1	7.4
-480.5	1	3.66667
-479.5	0	8.41667
-478.5	0	7.06667
-477.5	0	4.33333
-476.5	1	9.22619
-475.5	0.25	5.58333
-474.5	0	6.08333
-473.5	0	7.66667
-472.5	0	7.08333
-471.5	0	12.9167
-470.5	0.333333	6.5
-469.5	0	4.66667
-468.5	0.5	4.75
-467.5	0.5	6.66667
-466.5	0	5.33333
-465.5	0	9.24167
-464.5	0	8.53333
-463.5	0.333333	3
-462.5	0.333333	4.61667
-461.5	0	6.5
-460.5	1	4.16667
-459.5	0	5.41667
-458.5	0	4.66667
-457.5	0	6.75
-456.5	0	4.75
-455.5	0	5.41667
-454.5	0	7.83333
-453.5	1	9.08333
-452.5	0	5.22619
-451.5	0	6.83333
-450.5	0	7.95
-449.5	1	5.33333
-448.5	1	5.16667
-447.5	1	7.91667
-446.5	2	6
-445.5	0	2.75
-444.5	0	5.36667
-443.5	1	8.66667
-442.5	0	7.08333
-441.5	1.33333	7.16667
-440.5	0	7.2
-439.5	0	6.83333
-438.5	0	7.9
-437.5	0.5	8.22619
-436.5	0	7.53333
-435.5	0.25	7.5
-434.5	0	9.53333
-433.5	0.5	10.8333
-432.5	0	3.33333
-431.5	0	6.61667
-430.5	0	5.03333
-429.5	0	6
-428.5	0.5	3.58333
-427.5	0	6.58333
-426.5	0.5	9.66667
-425.5	0	6.5
-424.5	0	10.6167
-423.5	0	5.91667
-422.5	0	7.28333
-421.5	0	5.03333
-420.5	0	2.53333
-419.5	0	4.7
-418.5	1	6.58333
-417.5	0	7.75
-416.5	0.333333	2.83333
-415.5	0	6.2
-414.5	0.333333	9
-413.5	0	6.83333
-412.5	0.5	5.5
-411.5	0.25	3.22619
-410.5	0.5	7.58333
-409.5	0	8.66667
-408.5	0	4.61667
-407.5	0	6.16667
-406.5	0	6.65833
-405.5	0	5.5
-404.5	0.333333	7.34286
-403.5	0	7
-402.5	0.333333	4.58333
-401.5	2.25	4.33333
-400.5	0	5.33333
-399.5	0	8
-398.5	0	6.08333
-397.5	0	7.33333
-396.5	0	9.66667
-395.5	0	5
-394.5	1	7.95
-393.5	0	11
-392.5	0	10.5
-391.5	0	3.83333
-390.5	0	7.22619
-389.5	0	6.83333
-388.5	0	2.25
-387.5	0	8.78333
-386.5	1	9.2
-385.5	0	7.45
-384.5	0.5	8.08333
-383.5	0	8
-382.5	0	8.45
-381.5	0.5	7.81905
-380.5	1	4.91667
-379.5	0	6.08333
-378.5	0	10
-377.5	0	7.53333
-376.5	0.5	6.53333
-375.5	0	5.08333
-374.5	0.5	8.39216
-373.5	0	2.95
-372.5	0.5	7.2
-371.5	0	9.7
-370.5	1	8.16667
-369.5	0	4.66667
-368.5	0	7.66667
-367.5	0	4.83333
-366.5	0	11.0833
-365.5	0	5.16667
-364.5	0	6.45
-363.5	0.5	9.33333
-362.5	0.5	1.33333
-361.5	0	9
-360.5	0	3.5
-359.5	0	5.25
-358.5	0	9.83333
-357.5	0	10.3667
-356.5	0	5.58333
-355.5	0	6
-354.5	1	1.61667
-353.5	0	10.9167
-352.5	0	7.14286
-351.5	0	4.36667
-350.5	0	5.58333
-349.5	0.333333	7.83333
-348.5	0	6.95
-347.5	1	6.5
-346.5	0	2.5
-345.5	0.5	2.91667
-344.5	0	8.25
-343.5	0	8.58333
-342.5	0	9.83333
-341.5	0.25	7.28333
-340.5	0.75	6.95
-339.5	0	4.16667
-338.5	0	5.29167
-337.5	2	7.58333
-336.5	0	6.53333
-335.5	0	6.66667
-334.5	0	5.7
-333.5	0.5	3.45
-332.5	0	7.16667
-331.5	0.25	6.83333
-330.5	0	5.61667
-329.5	0	6.66667
-328.5	0	6.08333
-327.5	0	7
-326.5	0	3
-325.5	0	5.25
-324.5	0	3
-323.5	0	9.16667
-322.5	0	4.2
-321.5	0	5.75
-320.5	1	7.16667
-319.5	0	6.25
-318.5	0	7.95
-317.5	0	6.04167
-316.5	0	6.33333
-315.5	0	5.58333
-314.5	0	10.8429
-313.5	0	10.6429
-312.5	0	6
-311.5	0	7.30952
-310.5	0	6.91667
-309.5	0	6.58333
-308.5	0.833333	7.66667
-307.5	0	7.2
-306.5	0	6.58333
-305.5	0	9.41667
-304.5	0	7.66667
-303.5	0	6.11667
-302.5	0	5.91667
-301.5	0.5	4.5
-300.5	0	6.08333
-299.5	0	5.58333
-298.5	1	4.28333
-297.5	0	6.83333
-296.5	1	7
-295.5	0	7.53333
-294.5	0.5	10.75
-293.5	1	6.53333
-292.5	0	6.36667
-291.5	0	6.5
-290.5	1	8.83333
-289.5	0	3.2
-288.5	0	7.33333
-287.5	0	6.41667
-286.5	1	3.83333
-285.5	0.25	5.11667
-284.5	0	5.22619
-283.5	0	9.33333
-282.5	0.5	7.33333
-281.5	1	6.66667
-280.5	0	9.5
-279.5	0	5.36667
-278.5	1	8.41667
-277.5	0.333333	9.83333
-276.5	0	6.66667
-275.5	0	5.83333
-274.5	0	2.91667
-273.5	0	5.91667
-272.5	0	6.91667
-271.5	0	3.53333
-270.5	0	4.33333
-269.5	0	5.75
-268.5	0	3.58333
-267.5	0	14.3333
-266.5	1	5.33333
-265.5	0	7.08333
-264.5	0	8.33333
-263.5	0	2.64286
-262.5	0.5	5.39286
-261.5	0	9.36667
-260.5	0.5	7.16667
-259.5	0	4
-258.5	0	6.91667
-257.5	0	5.75
-256.5	0	5.5
-255.5	0	2.45
-254.5	0	3.58333
-253.5	0.25	4.33333
-252.5	0	5.16667
-251.5	0	3.66667
-250.5	0	8.36667
-249.5	0	7.67619
-248.5	0.5	2.75
-247.5	0.5	5
-246.5	0	6
-245.5	0	8.5
-244.5	0	7.16667
-243.5	0	4.66667
-242.5	0	6.91667
-241.5	0	10.7833
